122nnz	0.55	0.4
17s1cf	0.214285714286	-0.0714285714286
1ifcoc	0.666666666667	-0.333333333333
1j35yf	0.65	0.35
1dvbhw	0.7	0.125
1dgbek	1.0	0.6
vg98v	0.533333333333	0.1
1c6sc6	0.583333333333	-0.0833333333333
19tctn	0.375	-0.125
16fa77	0.6	-0.3
14qc4y	0.6	0.225
1610z7	0.333333333333	0.25
1e06tu	0.516666666667	0.05
1bzya4	0.0	0.3
zzlt5	0.333333333333	0.3125
1a2ojw	0.791666666667	-0.141666666667
yjmjh	0.866666666667	0.416666666667
12wilo	0.1	0.3
1f6i4m	0.583333333333	-0.1
1hpdws	0.0666666666667	0.0
1giogc	0.5	-0.2
1ep91u	1.0	0.5
1a9nvn	0.288888888889	-0.155555555556
yclqc	1.0	0.1
19sgpy	0.6	0.225
151rif	1.0	1.0
1kfonj	0.472222222222	-0.138888888889
1fp7wf	0.133333333333	-0.0333333333333
wnilp	0.5	0.78125
1aoazm	0.1	-0.2
1hguvj	1.0	-1.0
1dt76s	0.633333333333	0.4
11qhm9	0.454545454545	0.136363636364
1d6omn	0.25	-0.0833333333333
1buqbr	0.583928571429	0.446428571429
1gucrx	0.628571428571	0.339285714286
zwp6o	0.888888888889	-0.25
1dyg8n	0.75	0.8
19s7ms	0.65	0.35
w9cdk	1.0	0.0
1azdr8	0.6	0.875
16bjot	0.733333333333	0.433333333333
14up8a	0.95	-0.8
19nckv	0.4	0.35
16n60w	0.2	0.2
17c751	0.454545454545	0.136363636364
1as67l	0.5	0.5
znfaw	0.214285714286	-0.0714285714286
1iprco	0.4	0.4
1hy15h	1.0	-0.8
12r6ri	0.1	0.3
1e0nwb	0.5	0.5
r76iu	0.2	0.2
pv49a	0.825	0.3
1a8pwr	0.05	0.15
18zk7g	0.41	0.1925
1ej487	0.5	-0.166666666667
19wzb3	0.5	0.1
1100bi	0.6	0.5
10g3zj	0.5	0.375
scfqo	1.0	0.5
1e38c8	0.25	-0.25
1817v8	0.2875	-0.1125
tlbz2	0.2	-0.1
1944i1	0.366666666667	0.266666666667
18ghnh	0.716666666667	-0.433333333333
15z6t7	0.454545454545	0.170454545455
198myq	0.916666666667	0.416666666667
1elxpq	0.166666666667	-0.166666666667
16g9kb	0.0	0.3
106df0	0.466666666667	0.375
vykte	0.65	-0.025
r3vx0	0.535714285714	0.285714285714
18dvxn	0.2	0.2
14ot5y	0.35	0.078125
1cdjl5	0.6	1.0
1jqnv3	0.5	0.2
1hnakq	0.57	0.445
1f1yak	1.0	0.625
w02hx	0.1	0.3
svv6l	0.75	1.0
1300vj	0.2	0.2
115zda	0.1	0.0
qecl5	0.9	0.6
16ep0n	0.9	-0.8
13nt5w	0.95	-0.2
txi2d	0.5	0.208333333333
15ov07	0.866666666667	0.266666666667
opc8s	0.77	0.246666666667
1iyzp5	0.6	-0.4
1gbl5n	0.6	0.5
121lu8	0.6875	-0.3125
1jv1bg	0.55	0.4
1jtxqw	0.0666666666667	0.0333333333333
1cjdvb	0.0	0.3
1avxh4	0.8	-0.45
utq7b	0.9	0.6
102k0r	0.596296296296	-0.283333333333
twgmg	0.4	-0.3
1d4st1	0.625	0.35
1633an	0.644444444444	0.152777777778
13rxv1	0.875	-0.5
1im47r	0.541666666667	-0.291666666667
13ebiy	0.4	-0.3
14w13b	0.35	0.075
vj46l	1.0	-0.5
u3ml1	0.54	0.16
rtuu8	0.457407407407	0.103703703704
1e3vw1	0.625	-0.0416666666667
1diiuc	0.875	-0.25
19isem	0.333333333333	0.25
vn42c	0.445	-0.09375
ss76x	1.0	1.0
1fq5s5	0.2	0.225
1cep29	0.3	1.0
17zlnb	0.383333333333	-0.0958333333333
1jct7x	1.0	0.5
1ioup5	0.35	0.25
1cuqtt	0.416666666667	0.104166666667
1cqp64	0.375	0.4
18chg8	1.0	0.0
w22dv	0.1	0.3
vuz0c	0.560416666667	-0.122916666667
qrh5g	0.8	-0.8
1jkzai	0.25	0.25
1d0bsa	0.233333333333	0.1
1cxc78	1.0	-1.0
1bv3mi	0.2875	-0.1125
1a44gs	1.0	0.4
15o1p1	0.544444444444	0.0
12yf9w	1.0	0.8
