1k9wen	0.666666666667	-0.7
164xru	0.666666666667	-0.7
16bdfr	0.325	-0.216666666667
1ee2oa	0.5	0.5
19zhub	0.666666666667	-0.7
q5ig6	0.666666666667	-0.875
1cu4y1	0.666666666667	-0.7
1agueh	0.3	1.0
1ds3zg	1.0	0.0
10mgh0	0.666666666667	-0.7
t8lfa	0.666666666667	-0.7
1a2h63	0.666666666667	-0.7
so8q8	0.535714285714	0.285714285714
xb00o	0.666666666667	-0.7
s5rvo	0.0666666666667	0.0
1c2hc5	0.4	-0.16875
17nie5	0.65	0.05625
139m5r	0.5	-0.3
ewv06	0.35	0.375
q7umm	0.9	0.6
17w681	0.4	-0.15
1i2pkm	0.5	0.0
asktf	0.333333333333	0.25
19u6il	0.454545454545	0.136363636364
1d2u0k	0.5	-0.1875
1cyw9l	0.4	-0.15
p6m3t	0.427272727273	0.168181818182
ekqdb	0.7	-0.4
1gfsyp	0.3	0.075
fw5um	0.216666666667	0.275
fqucu	0.5	-0.3
12iuuy	0.75	0.65
1j4f2c	0.5	0.5
1h7b4p	0.4	-0.125
1h72qp	0.4	0.25
1gsj5m	0.8	0.4
1g2g1r	0.433333333333	-0.166666666667
1cc7jr	0.666666666667	-0.5
nrqd5	0.7	-0.4
1igjwz	0.25	0.0
1gme8d	0.433333333333	-0.166666666667
1bhqxk	0.619047619048	0.238095238095
12vpoz	0.4	0.1
10ipa7	0.6	0.7
1j4ena	0.25	0.3125
1hjdld	0.227272727273	0.0681818181818
1e992w	0.4	-0.15
1c62a7	0.4	-0.15
1b4cmf	0.1	0.0
1b3fy9	0.433333333333	-0.166666666667
19tchf	0.5	0.25
y6kgo	0.525	0.125
xzxzu	0.611111111111	0.144444444444
s2857	0.05	-0.2
bi720	0.6	0.7
1kcog1	0.65	0.35
1gwsam	0.166666666667	-0.133333333333
1g7kn4	0.5	0.0
1ea38j	0.1	-0.15
1e6u51	0.121428571429	-0.0357142857143
1box2k	0.9	0.3
15p8z3	0.4	-0.4
wh7ng	0.434920634921	0.230158730159
q99wz	0.2	0.2
k941d	0.655555555556	0.388888888889
hmyx9	0.408333333333	0.108333333333
1k0tra	0.232467532468	-0.028354978355
1i1zg4	0.5	0.5
1hyo9g	0.477272727273	0.318181818182
1f8sar	0.375	-0.125
1f72zl	0.4	-0.15
1ey73f	0.1	-0.15
1bpc3z	0.8	0.3
1bkzex	0.454545454545	0.136363636364
1ao6wi	0.433333333333	-0.166666666667
19uiso	0.325	-0.075
19kxl3	0.583333333333	0.325
17frgb	0.125	-0.125
17dyls	0.575	0.15
175454	0.25	-0.25
16kquo	0.3	1.0
1679h5	1.0	0.0
11u3w8	0.3	0.0787878787879
nhz54	0.75	0.333333333333
kjqow	0.1	0.0
g1imo	0.8	-0.25
ejmzq	0.475	0.525
dxhkv	0.775	0.675
1jz2zc	0.1	-0.15
1jw9f9	0.5	0.5
1gfxv1	0.454545454545	0.136363636364
1f1210	0.233333333333	0.133333333333
1eg6tc	0.9	0.3
1e4qds	0.25	0.0
1dtpd8	0.569444444444	0.00277777777778
1ddqyf	0.25	0.25
1b8xzo	0.9	0.3
18jgtz	0.3	-0.09375
ueuji	0.75	-0.125
1illex	0.288888888889	-0.111111111111
1ikm00	0.9	0.3
1ik5r8	0.9	0.3
1ibxsg	0.433333333333	-0.166666666667
1hy0ze	0.4	0.0
1gusju	0.433333333333	-0.166666666667
1gswea	0.284848484848	0.112121212121
1gavw9	0.433333333333	-0.166666666667
1ef7nu	0.433333333333	-0.166666666667
1edq92	0.283333333333	-0.158333333333
1e0lww	0.535714285714	0.285714285714
1dqgzt	0.375	-0.125
1c5hxs	0.4	-0.05
1byi34	0.65	0.15
19bg3n	0.616666666667	0.175
1921mp	0.227272727273	0.0681818181818
18gvvg	0.1	0.0
183sbr	0.483333333333	-0.0166666666667
16e38n	0.21875	0.09375
14sojl	0.25	-0.075
13dfhc	0.1	-0.15
12yu83	0.454545454545	0.136363636364
znnil	0.2	-0.075
u6bvu	0.25	-0.2
sf0a4	0.4875	0.1875
r8qdr	0.4	-0.15
r0yig	0.4	-0.15
e030u	1.0	0.5
dyded	1.0	1.0
1khuyq	0.354166666667	0.0208333333333
1kg9jo	0.5	0.214285714286
1j8ppv	0.5	-0.1
1j06bp	0.433333333333	-0.166666666667
1iioet	0.5	0.5
1idg92	0.216666666667	-0.0833333333333
1g7xyj	0.2875	-0.0125
1fu9y3	0.2	0.1
1f8d5a	0.2375	-0.0625
1ehvjn	0.4875	0.2875
1e4rv7	0.4	-0.15
1dn0jw	0.725	0.425
1djnqj	0.1	-0.1
1d3siz	0.454545454545	0.136363636364
1chdtu	0.666666666667	-0.5
1c8p7l	0.541666666667	-0.291666666667
1b7q2v	0.454545454545	0.136363636364
1ajaz3	0.288461538462	0.25
19gwoa	0.227272727273	0.0681818181818
19b4t3	0.2	0.0
18reua	0.5	0.25
18l27j	0.7	-0.4
17mngv	0.433333333333	-0.166666666667
16umhe	0.5	0.3
15t5xz	0.35	0.2
159fwz	0.6	-0.3
153ljx	0.8	-0.375
13ub1h	0.45202020202	0.118434343434
120jzl	0.433333333333	-0.166666666667
11ml83	0.5	0.45
11gsk8	0.25	0.25
119vql	0.25	0.0
yjcc3	0.433333333333	-0.166666666667
vgatl	0.566666666667	0.0166666666667
ti6ab	0.25	0.0
ssfaz	1.0	0.25
rdfj9	0.6	0.7
n0857	0.1	0.2
kh2rf	0.5	0.3
gxzv8	0.9	-0.5
1jg5me	1.0	0.0
1i3k7i	0.25	0.0
1gtae0	0.1	0.0
1go1a9	0.65	0.35
1fjzdj	0.4	-0.15
1f9y9e	0.375	-0.125
1epnzt	0.0	0.1
1dc39v	0.4	-0.15
1d4lp8	0.375	-0.125
1cwjzc	0.9	0.3
1cam2f	0.5	0.4
1c834p	0.5	0.4
1bnpv6	0.433333333333	-0.166666666667
1bj302	0.3	0.1
1b5hu7	0.3	-0.2
1as43u	0.466666666667	0.0666666666667
1979z1	1.0	0.0
18sj8p	0.142857142857	-0.0714285714286
