|            0.35 |                0.1 |
|            0.85 |               0.25 |
|             0.6 |               -0.3 |
|             0.6 |                0.5 |
|  0.740740740741 |     0.333333333333 |
|  0.916666666667 |     0.466666666667 |
|  0.214285714286 |   -0.0714285714286 |
|           0.375 |             -0.125 |
|          0.8125 |              0.625 |
|  0.144444444444 |   -0.0888888888889 |
|  0.666666666667 |     0.333333333333 |
|  0.291666666667 |              0.125 |
|  0.666666666667 |               -0.7 |
|             0.6 |                0.7 |
|             0.5 |               0.25 |
|  0.616666666667 |             -0.125 |
|  0.411111111111 |     0.158333333333 |
|             0.9 |                0.1 |
|             0.4 |               -0.3 |
|            0.55 |              0.125 |
|               1 |                0.5 |
|            0.55 |               0.35 |
|  0.571428571429 |                0.5 |
|  0.366666666667 |     0.333333333333 |
|            0.77 |               0.34 |
|            0.75 |               0.15 |
|  0.454545454545 |     0.136363636364 |
|  0.522222222222 |     0.444444444444 |
|             0.1 |                  0 |
|  0.454545454545 |     0.136363636364 |
|             0.6 |                0.7 |
|             0.6 |                0.7 |
|             0.5 |               -0.3 |
|               1 |                  1 |
|            0.45 |               -0.2 |
|             0.5 |                  0 |
|             0.4 |               -0.2 |
|  0.285185185185 |     0.114814814815 |
|  0.322222222222 |    -0.138888888889 |
|             0.3 |               -0.2 |
|            0.45 |              0.225 |
|             0.5 |                  0 |
|            0.25 |                  0 |
|            0.15 |                  0 |
|               1 |                0.1 |
|  0.454545454545 |     0.136363636364 |
|             0.4 |              -0.05 |
|             0.5 |            -0.1875 |
|  0.377380952381 |             -0.175 |
|             0.5 |              0.625 |
|  0.318181818182 |    -0.154545454545 |
|            0.65 |                  0 |
|             0.9 |               -0.6 |
|            0.65 |               0.35 |
|             0.8 |               -0.8 |
|            0.25 |              0.025 |
|             0.7 |              -0.15 |
|             0.8 |               -0.2 |
|           0.575 |             -0.025 |
|             0.5 |                0.5 |
|  0.633333333333 |   -0.0333333333333 |
|               1 |                0.6 |
|  0.333333333333 |             0.3125 |
|             0.5 |                  0 |
|  0.183333333333 |            -0.0625 |
|             0.3 |                  1 |
|               0 |              -0.05 |
|  0.366666666667 |    0.0416666666667 |
|             0.5 |              -0.25 |
|             0.7 |                0.5 |
|             0.5 |                0.5 |
|   0.55380952381 |   -0.0606349206349 |
|             0.5 |            -0.1875 |
|  0.833333333333 |     0.333333333333 |
|             0.8 |                0.6 |
|             0.8 |              0.375 |
|               1 |                  1 |
|  0.535714285714 |     0.285714285714 |
|            0.65 |               0.25 |
|            0.45 |           -0.29375 |
| 0.0333333333333 |                  0 |
|               1 |               0.25 |
|  0.666666666667 |              0.125 |
|             0.4 |               -0.3 |
|               1 |                  0 |
|               1 |               -0.5 |
|  0.316666666667 |    -0.116666666667 |
|            0.55 |                  0 |
|             0.5 |                0.5 |
|           0.375 |             -0.125 |
|             0.6 |              0.075 |
|          0.4375 |             0.1875 |
|             0.2 |                0.2 |
|             0.6 |    -0.333333333333 |
|  0.507142857143 |     0.347321428571 |
|  0.833333333333 |             0.4375 |
|          0.6875 |            -0.3125 |
|             0.2 |               0.25 |
|               1 |               0.25 |
|           0.675 |             0.5375 |
|             0.6 |                0.5 |
|            0.75 |              0.125 |
|               1 |                  0 |
|  0.527777777778 |     0.333333333333 |
|             0.5 |     0.136363636364 |
|             0.3 |               0.15 |
|            0.55 |               0.25 |
|             0.1 |                  0 |
|             0.1 |                  0 |
|             0.5 |                  0 |
|               1 |                  0 |
|            0.75 |     0.333333333333 |
|             0.5 |                  0 |
|            0.35 |     0.118181818182 |
|            0.54 |               0.16 |
|               1 |                  1 |
|             0.9 |                0.3 |
|               1 |               -0.5 |
|             0.4 |              -0.25 |
|            0.25 |                  0 |
|  0.693333333333 |              -0.04 |
|          0.5625 |               0.25 |
|             0.9 |                0.7 |
|  0.291666666667 |    0.0833333333333 |
|  0.424166666667 |           0.011875 |
|  0.477272727273 |     0.380681818182 |
|             0.5 |                0.5 |
|               1 |                  0 |
|             0.4 |                0.2 |
|  0.666666666667 |     0.333333333333 |
|  0.666666666667 |               -0.7 |
|             0.1 |                  0 |
| 0.0666666666667 |                  0 |
|             0.4 |                0.1 |
|  0.333333333333 |             0.3125 |
|             0.5 |                0.5 |
|  0.535714285714 |     0.285714285714 |
|  0.741666666667 |     0.241666666667 |
|  0.333333333333 |     0.333333333333 |
|            0.25 |    0.0681818181818 |
|  0.422222222222 |     0.283333333333 |
|            0.05 |                  0 |
|             0.5 |                0.5 |
|             0.5 |                0.5 |
|             0.6 |               -0.4 |
|             0.6 |              -0.25 |
|             0.2 |                0.2 |
|  0.833333333333 |     0.433333333333 |
